ClientID,Location,Grade,Variety,Intention Tonnage,Delivered,Balance,,Marketing Pool
605,Shrewton Store,GROUP 1 WINTER,Skyfall,395.00,432.36,-37.36,,SS Long Pool
605,Shrewton Store,GROUP 2 SPRING,Chilham,75.00,55.06,19.94,,SS Long Pool
590,Shrewton Store,MALTING BARLEY SP,Planet,175.00,167.64,7.36,,SS Long Pool
597,Shrewton Store,MALTING BARLEY SP,Propino,60.00,0.00,60.00,,SS Direct Pricing
597,Shrewton Store,GROUP 2 WINTER,Siskin,200.00,173.68,26.32,,SS Long Pool
597,Shrewton Store,GROUP 4 HARD,Costello,90.00,147.22,-57.22,,SS Long Pool
597,Shrewton Store,OILSEED RAPE,Mxd OSR,145.00,181.82,-36.82,,SS Long Pool
519,Devon Grain,OATS SPRING,Otago(Organic),70.00,54.76,15.24,,Members Choice
636,Shrewton Store,FEED BARLEY,Cassia,225.00,242.44,-17.44,,Members Choice
636,Shrewton Store,MALTING BARLEY SP,Propino,600.00,611.42,-11.42,,Members Choice
636,Shrewton Store,GROUP 4 HARD,Costello,95.00,0.00,95.00,,Members Choice
636,Shrewton Store,GROUP 4 HARD,Graham,580.00,704.74,-124.74,,Members Choice
644,Shrewton Store,MALTING BARLEY SP,Irina,203.00,175.08,27.92,,SS Long Pool
644,Shrewton Store,GROUP 1 WINTER,Crusoe,145.00,146.58,-1.58,,SS Long Pool
518,Shrewton Store,MALTING BARLEY SP,Laureate,500.00,518.28,-18.28,,SS Long Pool
518,Shrewton Store,GROUP 1 WINTER,Skyfall,850.00,782.80,67.20,,SS Long Pool
518,Shrewton Store,GROUP 1 WINTER,Crusoe,75.00,58.24,16.76,,SS Long Pool
638,Shrewton Store,MALTING BARLEY SP,Laureate,200.00,259.64,-59.64,,SS Long Pool
638,Shrewton Store,MALTING BARLEY SP,Propino,450.00,508.78,-58.78,,SS Long Pool
638,Shrewton Store,OILSEED RAPE,Mxd OSR,0.00,0.00,0.00,,SS Double Use
638,,OATS SPRING,,0.00,7.14,-7.14,,
649,Shrewton Store,MALTING BARLEY SP,Propino,500.00,509.24,-9.24,,Members Choice
649,Shrewton Store,MALTING BARLEY SP,Planet,360.00,258.96,101.04,,SS Direct Pricing
649,Shrewton Store,GROUP 1 WINTER,Crusoe,500.00,462.92,37.08,,SS Long Pool
649,Shrewton Store,GROUP 4 SOFT,Motown,170.00,170.66,-0.66,,SS Long Pool
649,Shrewton Store,OILSEED RAPE,Mxd OSR,270.00,176.64,93.36,,SS Long Pool
649,Shrewton Store,OILSEED RAPE,Mxd OSR,230.00,284.54,-54.54,,Members Choice
649,Shrewton Store,Linseed,Mxd Linseed,150.00,123.32,26.68,,Members Choice
642,Shrewton Store,GROUP 2 WINTER,Lili,250.00,0.00,250.00,,Members Choice
653,Membury Store,GROUP 2 WINTER,Siskin,250.00,264.76,-14.76,,Members Choice
653,Shrewton Store,GROUP 2 WINTER,Lili,400.00,260.84,139.16,,Members Choice
631,Shrewton Store,MALTING BARLEY SP,Propino,513.00,399.04,113.96,,SS Long Pool
631,Shrewton Store,BEANS SPRING,Fanfare,55.00,91.84,-36.84,,SS Long Pool
631,Shrewton Store,OATS SPRING,Canyon,48.00,7.74,40.26,,SS Long Pool
521,Micheldever Store,GROUP 3 SOFT,Basset,300.00,310.66,-10.66,,SS Long Pool
613,Shrewton Store,GROUP 2 WINTER,Lili,150.00,0.00,150.00,,Members Choice
613,Shrewton Store,GROUP 4 HARD,Graham,100.00,0.00,100.00,,Members Choice
522,Shrewton Store,MALTING BARLEY SP,Propino,60.00,56.10,3.90,,SS Long Pool
522,Shrewton Store,MALTING BARLEY SP,Planet,30.00,26.20,3.80,,SS Long Pool
522,Shrewton Store,GROUP 2 WINTER,Siskin,130.00,58.44,71.56,,SS Long Pool
522,Shrewton Store,GROUP 2 WINTER,Lili,100.00,146.64,-46.64,,SS Long Pool
522,Shrewton Store,BEANS SPRING,Fuego,30.00,0.00,30.00,,SS Long Pool
522,,FEED WHEAT,,0.00,44.68,-44.68,,
561,Shrewton Store,MALTING BARLEY SP,Propino,163.00,118.38,44.62,,SS Long Pool
561,Shrewton Store,MALTING BARLEY SP,Propino,87.00,147.36,-60.36,,Members Choice
561,Shrewton Store,GROUP 4 SOFT,Revelation,150.00,147.36,2.64,,SS Long Pool
554,Membury Store,MALTING BARLEY SP,Propino,60.00,89.04,-29.04,,SS Long Pool
554,Shrewton Store,GROUP 1 WINTER,Crusoe,250.00,237.62,12.38,,SS Long Pool
554,Membury Store,OILSEED RAPE,Mxd OSR,20.00,13.26,6.74,,SS Long Pool
560,Shrewton Store,MALTING BARLEY SP,Planet,720.00,568.26,151.74,,Members Choice
560,Shrewton Store,GROUP 1 WINTER,Zyatt,720.00,682.96,37.04,,Members Choice
560,Shrewton Store,OILSEED RAPE,Mxd OSR,310.00,368.44,-58.44,,Members Choice
598,Shrewton Store,MALTING BARLEY SP,Propino,145.00,232.62,-87.62,,SS Long Pool
598,Shrewton Store,MALTING BARLEY SP,Propino,60.00,0.00,60.00,,SS Direct Pricing
598,Shrewton Store,GROUP 2 WINTER,Siskin,300.00,205.58,94.42,,SS Long Pool
598,Shrewton Store,OILSEED RAPE,Mxd OSR,90.00,66.62,23.38,,SS Long Pool
626,Shrewton Store,GROUP 1 WINTER,Skyfall,377.00,0.00,377.00,,SS Long Pool
626,Shrewton Store,GROUP 1 WINTER,Skyfall,493.00,0.00,493.00,,SS Direct Pricing
626,Shrewton Store,GROUP 1 WINTER,Skyfall,493.00,"1,323.98",-830.98,,Members Choice
620,Membury Store,OILSEED RAPE,Mxd OSR,170.00,0.00,170.00,,SS Long Pool
620,Membury Store,OILSEED RAPE,Mxd OSR,90.00,199.28,-109.28,,SS Long Pool
620,Shrewton Store,GROUP 1 WINTER,Skyfall,120.00,28.42,91.58,,SS Long Pool
620,Shrewton Store,GROUP 1 WINTER,Crusoe,420.00,173.94,246.06,,SS Long Pool
620,,FEED WHEAT,,0.00,46.36,-46.36,,
612,Shrewton Store,MALTING BARLEY SP,Planet,220.00,0.00,220.00,,SS Long Pool
612,Shrewton Store,MALTING BARLEY SP,Planet,260.00,58.04,201.96,,CMG
612,Shrewton Store,OILSEED RAPE,Mxd OSR,15.00,654.76,-639.76,,SS Long Pool
557,Shrewton Store,OILSEED RAPE,Mxd OSR,100.00,85.38,14.62,,SS Long Pool
593,Shrewton Store,MALTING BARLEY SP,Propino,300.00,236.08,63.92,,SS Long Pool
593,Shrewton Store,GROUP 1 WINTER,Crusoe,252.00,299.52,-47.52,,SS Long Pool
593,Shrewton Store,GROUP 1 WINTER,Skyfall,172.00,179.34,-7.34,,SS Long Pool
593,Shrewton Store,BEANS SPRING,Fuego,144.00,34.60,109.40,,SS Long Pool
593,Shrewton Store,OATS SPRING,Canyon,82.00,94.02,-12.02,,SS Long Pool
523,Shrewton Store,MALTING BARLEY SP,Propino,900.00,870.36,29.64,,SS Long Pool
523,Shrewton Store,GROUP 1 SPRING,Mulika,100.00,86.90,13.10,,SS Long Pool
523,Shrewton Store,GROUP 1 WINTER,Crusoe,300.00,313.52,-13.52,,SS Long Pool
523,Shrewton Store,OILSEED RAPE,Mxd OSR,180.00,147.66,32.34,,SS Long Pool
611,Shrewton Store,MALTING BARLEY SP,Propino,950.00,905.18,44.82,,SS Long Pool
611,Shrewton Store,GROUP 4 HARD,Graham,450.00,206.82,243.18,,SS Long Pool
611,Shrewton Store,GROUP 4 HARD,Crispin,450.00,794.06,-344.06,,SS Long Pool
611,Shrewton Store,GROUP 1 WINTER,Skyfall,130.00,135.96,-5.96,,SS Long Pool
607,Shrewton Store,FEED BARLEY,Mxd Feed Barley,100.00,127.92,-27.92,,SS Long Pool
607,Shrewton Store,GROUP 4 HARD,Graham,300.00,441.26,-141.26,,SS Long Pool
607,Shrewton Store,GROUP 4 HARD,Graham,155.00,0.00,155.00,,Members Choice
607,Shrewton Store,OILSEED RAPE,Mxd OSR,45.00,43.64,1.36,,SS Long Pool
621,Shrewton Store,MALTING BARLEY SP,Propino,200.00,137.60,62.40,,SS Long Pool
621,Shrewton Store,GROUP 2 WINTER,Cordialle,300.00,320.96,-20.96,,SS Long Pool
569,Shrewton Store,MALTING BARLEY SP,Planet,480.00,506.00,-26.00,,SS Long Pool
535,Shrewton Store,MALTING BARLEY SP,Propino,350.00,289.42,60.58,,SS Long Pool
553,Shrewton Store,OILSEED RAPE,Mxd OSR,310.00,231.88,78.12,,Members Choice
584,Shrewton Store,GROUP 1 WINTER,Zyatt,106.00,245.36,-139.36,,SS Long Pool
584,Shrewton Store,GROUP 1 WINTER,Zyatt,106.00,0.00,106.00,,Members Choice
584,Shrewton Store,OILSEED RAPE,Mxd OSR,50.00,71.70,-21.70,,Members Choice
663,Shrewton Store,FEED WHEAT,Mxd Feed,340.00,0.00,340.00,,Members Choice
651,Shrewton Store,GROUP 4 HARD,Costello,266.00,0.00,266.00,,SS Long Pool
651,Shrewton Store,GROUP 4 HARD,Dunston,266.00,115.74,150.26,,SS Long Pool
651,Shrewton Store,OATS SPRING,Canyon,68.00,98.44,-30.44,,SS Long Pool
629,Shrewton Store,FEED BARLEY,Glacier,140.00,119.90,20.10,,SS Long Pool
629,Shrewton Store,GROUP 1 WINTER,Crusoe,200.00,0.00,200.00,,SS Long Pool
629,Shrewton Store,GROUP 1 WINTER,Illustrious,330.00,350.42,-20.42,,SS Long Pool
629,Shrewton Store,BEANS WINTER,Fuego,130.00,0.00,130.00,,SS Long Pool
629,,BEANS SPRING,,0.00,13.36,-13.36,,
629,,FEED WHEAT,,0.00,176.06,-176.06,,
524,Shrewton Store,MALTING BARLEY SP,Laureate,750.00,739.98,10.02,,Members Choice
524,Shrewton Store,GROUP 1 WINTER,Zyatt,200.00,193.36,6.64,,Members Choice
616,Shrewton Store,MALTING BARLEY SP,Propino,210.00,174.36,35.64,,Members Choice
616,Shrewton Store,GROUP 1 WINTER,Zyatt,160.00,111.66,48.34,,Members Choice
616,Shrewton Store,GROUP 4 SOFT,Revelation,150.00,0.00,150.00,,Members Choice
616,Shrewton Store,OILSEED RAPE,Mxd OSR,90.00,83.76,6.24,,Members Choice
616,Shrewton Store,BEANS SPRING,Vertigo,90.00,39.30,50.70,,Members Choice
616,,FEED WHEAT,,0.00,139.10,-139.10,,
589,Shrewton Store,MALTING BARLEY SP,Propino,80.00,67.28,12.72,,SS Long Pool
589,Shrewton Store,GROUP 1 WINTER,Skyfall,100.00,91.32,8.68,,SS Long Pool
610,Shrewton Store,GROUP 2 WINTER,Siskin,0.00,734.98,-734.98,,Members Choice
608,Shrewton Store,MALTING BARLEY SP,Planet,225.00,237.92,-12.92,,SS Long Pool
608,Shrewton Store,GROUP 2 WINTER,Lili,725.00,554.94,170.06,,SS Long Pool
582,Shrewton Store,GROUP 1 WINTER,Crusoe,190.00,137.62,52.38,,Members Choice
594,Shrewton Store,MALTING BARLEY SP,Planet,400.00,355.80,44.20,,SS Long Pool
609,Shrewton Store,GROUP 2 WINTER,Lili,250.00,226.42,23.58,,SS Long Pool
665,Shrewton Store,GROUP 4 HARD,Graham,600.00,0.00,600.00,,Members Choice
618,Shrewton Store,MALTING BARLEY SP,Propino,320.00,223.26,96.74,,SS Long Pool
618,Shrewton Store,GROUP 1 WINTER,Skyfall,30.00,0.00,30.00,,SS Long Pool
650,Shrewton Store,GROUP 1 WINTER,Crusoe,222.00,323.10,-101.10,,SS Long Pool
650,Shrewton Store,GROUP 1 WINTER,Zyatt,223.00,116.86,106.14,,SS Long Pool
650,Shrewton Store,BEANS WINTER,Wizard,155.00,86.82,68.18,,SS Long Pool
588,Shrewton Store,FEED BARLEY,Hacker,80.00,112.60,-32.60,,SS Long Pool
588,Shrewton Store,OILSEED RAPE,Mxd OSR,67.00,85.68,-18.68,,SS Long Pool
588,Shrewton Store,GROUP 4 HARD,Graham,168.00,169.52,-1.52,,SS Long Pool
539,Shrewton Store,GROUP 3 SOFT,Claire,180.00,0.00,180.00,,SS Long Pool
539,Shrewton Store,GROUP 4 HARD,Graham,190.00,362.22,-172.22,,SS Long Pool
539,Membury Store,OILSEED RAPE,Mxd OSR,120.00,142.32,-22.32,,SS Long Pool
539,Shrewton Store,BEANS WINTER,Wizard,110.00,63.36,46.64,,SS Long Pool
643,Shrewton Store,GROUP 2 WINTER,Siskin,265.00,177.18,87.82,,SS Long Pool
643,Shrewton Store,OILSEED RAPE,Mxd OSR,85.00,112.46,-27.46,,SS Long Pool
573,Shrewton Store,GROUP 1 WINTER,Crusoe,340.00,353.40,-13.40,,SS Long Pool
573,Shrewton Store,GROUP 4 HARD,Costello,106.00,313.90,-207.90,,SS Long Pool
573,Shrewton Store,OILSEED RAPE,Mxd OSR,111.00,102.06,8.94,,SS Long Pool
573,Shrewton Store,OATS SPRING,Canyon,134.00,106.48,27.52,,SS Long Pool
573,Shrewton Store,BEANS SPRING,Fuego,57.00,48.32,8.68,,SS Long Pool
573,Shrewton Store,GROUP 4 HARD,Costello,200.00,0.00,200.00,,Members Choice
655,Shrewton Store,MALTING BARLEY SP,Laureate,350.00,0.00,350.00,,Members Choice
655,Shrewton Store,MALTING BARLEY SP,Propino,250.00,601.92,-351.92,,Members Choice
655,Shrewton Store,GROUP 1 WINTER,Crusoe,150.00,195.28,-45.28,,Members Choice
617,Shrewton Store,MALTING BARLEY SP,Propino,116.00,117.30,-1.30,,SS Long Pool
617,Shrewton Store,GROUP 1 WINTER,Crusoe,58.00,116.30,-58.30,,SS Long Pool
617,Shrewton Store,GROUP 1 WINTER,Crusoe,58.00,0.00,58.00,,SS Direct Pricing
617,Shrewton Store,GROUP 2 WINTER,Siskin,58.00,0.00,58.00,,SS Direct Pricing
617,Shrewton Store,GROUP 2 WINTER,Siskin,58.00,0.00,58.00,,SS Long Pool
606,Shrewton Store,GROUP 4 HARD,Graham,260.00,0.00,260.00,,Members Choice
555,Shrewton Store,MALTING BARLEY W,Venture,90.00,107.30,-17.30,,SS Long Pool
555,Shrewton Store,MALTING BARLEY SP,Propino,110.00,97.46,12.54,,SS Long Pool
555,Shrewton Store,GROUP 2 WINTER,Cordialle,150.00,59.12,90.88,,SS Long Pool
555,Membury Store,OILSEED RAPE,Mxd OSR,100.00,127.34,-27.34,,SS Long Pool
579,Membury Store,GROUP 1 WINTER,Skyfall,58.00,0.00,58.00,,SS Long Pool
646,Shrewton Store,MALTING BARLEY SP,Planet,86.00,88.08,-2.08,,SS Long Pool
646,Shrewton Store,GROUP 1 WINTER,Crusoe,114.00,119.16,-5.16,,SS Long Pool
549,Camgrain,MALTING BARLEY SP,Planet,185.00,213.46,-28.46,,SS Long Pool
549,Camgrain,GROUP 1 WINTER,Crusoe,615.00,630.42,-15.42,,SS Long Pool
549,Shrewton Store,GROUP 1 WINTER,Crusoe,125.00,177.64,-52.64,,SS Long Pool
549,Camgrain,OILSEED RAPE,Mxd OSR,200.00,154.70,45.30,,SS Long Pool
549,Shrewton Store,BEANS WINTER,Tundra,120.00,87.28,32.72,,SS Long Pool
580,Shrewton Store,MALTING BARLEY SP,Planet,50.00,0.00,50.00,,SS Long Pool
580,Shrewton Store,GROUP 4 HARD,JB Diego,100.00,110.52,-10.52,,SS Long Pool
580,Shrewton Store,OATS SPRING,Canyon,50.00,26.38,23.62,,SS Long Pool
580,,FEED BARLEY,,0.00,23.86,-23.86,,
599,Membury Store,GROUP 1 WINTER,Skyfall,120.00,0.00,120.00,,SS Long Pool
599,Membury Store,OILSEED RAPE,Mxd OSR,60.00,28.76,31.24,,SS Long Pool
640,Shrewton Store,BEANS WINTER,Tundra,100.00,46.62,53.38,,SS Long Pool
666,Shrewton Store,MALTING BARLEY SP,Propino,87.00,88.60,-1.60,,Members Choice
568,Membury Store,GROUP 1 WINTER,Skyfall,230.00,290.12,-60.12,,SS Long Pool
527,Shrewton Store,GROUP 4 HARD,JB Diego,200.00,200.02,-0.02,,SS Long Pool
633,Shrewton Store,GROUP 1 WINTER,Crusoe,500.00,429.30,70.70,,Members Choice
563,Shrewton Store,MALTING BARLEY SP,Planet,306.00,312.10,-6.10,,SS Long Pool
563,Shrewton Store,GROUP 1 WINTER,Crusoe,266.00,262.36,3.64,,SS Long Pool
562,Shrewton Store,MALTING BARLEY SP,Propino,260.00,518.18,-258.18,,SS Direct Pricing
562,Shrewton Store,OATS SPRING,Canyon,420.00,388.60,31.40,,SS Long Pool
585,Shrewton Store,MALTING BARLEY SP,Propino,375.00,264.12,110.88,,SS Long Pool
585,Shrewton Store,MALTING BARLEY SP,Planet,40.00,29.98,10.02,,SS Long Pool
585,Shrewton Store,GROUP 1 WINTER,Skyfall,200.00,147.70,52.30,,SS Long Pool
585,Shrewton Store,GROUP 1 WINTER,Illustrious,170.00,147.24,22.76,,SS Long Pool
585,Shrewton Store,OATS SPRING,Canyon,150.00,102.98,47.02,,SS Long Pool
529,Shrewton Store,MALTING BARLEY SP,Propino,250.00,209.54,40.46,,SS Long Pool
529,Shrewton Store,GROUP 1 WINTER,Skyfall,550.00,530.32,19.68,,SS Long Pool
529,Shrewton Store,OILSEED RAPE,Mxd OSR,100.00,100.20,-0.20,,SS Long Pool
572,Membury Store,GROUP 1 WINTER,Skyfall,200.00,210.62,-10.62,,Members Choice
531,Shrewton Store,MALTING BARLEY SP,Propino,630.00,652.48,-22.48,,SS Long Pool
531,Shrewton Store,GROUP 4 HARD,Graham,505.00,494.72,10.28,,SS Long Pool
531,Shrewton Store,GROUP 4 SOFT,Sundance,490.00,547.00,-57.00,,SS Long Pool
531,Shrewton Store,OILSEED RAPE,Mxd OSR,215.00,202.18,12.82,,SS Long Pool
531,Shrewton Store,OATS SPRING,Canyon,250.00,225.88,24.12,,SS Long Pool
654,Shrewton Store,GROUP 4 HARD,Crispin,200.00,145.96,54.04,,SS Long Pool
630,Shrewton Store,OILSEED RAPE,Mxd OSR,60.00,66.62,-6.62,,SS Long Pool
632,Shrewton Store,GROUP 1 WINTER,Skyfall,300.00,289.12,10.88,,Members Choice
532,Shrewton Store,GROUP 2 WINTER,Lili,282.00,338.56,-56.56,,SS Long Pool
532,Shrewton Store,GROUP 1 WINTER,Crusoe,230.00,238.52,-8.52,,SS Long Pool
532,Shrewton Store,GROUP 2 WINTER,Siskin,300.00,346.54,-46.54,,SS Long Pool
532,Shrewton Store,OILSEED RAPE,Mxd OSR,127.00,119.10,7.90,,SS Long Pool
532,Shrewton Store,OILSEED RAPE,Mxd OSR,127.00,149.58,-22.58,,Members Choice
619,Shrewton Store,MALTING BARLEY SP,Planet,450.00,499.70,-49.70,,Members Choice
513,Shrewton Store,GROUP 1 WINTER,Skyfall,100.00,117.84,-17.84,,SS Double Use
634,Shrewton Store,OILSEED RAPE,Mxd OSR,85.00,82.74,2.26,,SS Double Use
565,Shrewton Store,GROUP 1 WINTER,Crusoe,87.00,63.76,23.24,,SS Double Use
565,Shrewton Store,GROUP 4 HARD,Graham,29.00,0.00,29.00,,SS Double Use
565,Shrewton Store,OILSEED RAPE,Mxd OSR,87.00,86.16,0.84,,SS Double Use
637,Shrewton Store,GROUP 1 WINTER,Skyfall,30.00,29.66,0.34,,SS Double Use
516,Shrewton Store,GROUP 1 WINTER,Skyfall,45.00,58.92,-13.92,,SS Double Use
516,Shrewton Store,GROUP 1 WINTER,Trinity,30.00,29.22,0.78,,SS Double Use
518,Shrewton Store,FEED BARLEY,Bazooka,120.00,110.80,9.20,,SS Double Use
518,Shrewton Store,OATS SPRING,Canyon,180.00,114.64,65.36,,SS Double Use
521,Micheldever Store,GROUP 3 SOFT,Basset,40.00,0.00,40.00,,SS Double Use
521,,FEED WHEAT,,0.00,29.64,-29.64,,
522,Shrewton Store,FEED BARLEY,Cassia,120.00,0.00,120.00,,SS Double Use
522,Shrewton Store,FEED BARLEY,Orwell,20.00,175.22,-155.22,,SS Double Use
522,Shrewton Store,GROUP 2 WINTER,Siskin,30.00,29.74,0.26,,SS Double Use
522,Shrewton Store,GROUP 4 HARD,JB Diego,70.00,58.08,11.92,,SS Double Use
561,Shrewton Store,FEED BARLEY,Bazooka,200.00,175.94,24.06,,SS Double Use
561,Shrewton Store,OILSEED RAPE,Mxd OSR,100.00,90.04,9.96,,SS Double Use
621,Shrewton Store,FEED BARLEY,California,120.00,119.12,0.88,,SS Double Use
621,Shrewton Store,MALTING BARLEY SP,Propino,50.00,29.46,20.54,,SS Double Use
621,Shrewton Store,GROUP 2 WINTER,Cordialle,230.00,89.14,140.86,,SS Double Use
553,Shrewton Store,OILSEED RAPE,Mxd OSR,50.00,56.90,-6.90,,SS Double Use
529,Shrewton Store,OILSEED RAPE,Mxd OSR,30.00,0.00,30.00,,SS Double Use
600,Shrewton Store,FEED BARLEY,Tower,150.00,136.18,13.82,,SS Long Pool
600,Shrewton Store,GROUP 2 WINTER,Willow,250.00,89.20,160.80,,SS Long Pool
600,Shrewton Store,GROUP 2 WINTER,Siskin,300.00,283.66,16.34,,SS Long Pool
600,Shrewton Store,GROUP 4 HARD,Anapolis,180.00,176.90,3.10,,SS Long Pool
600,Shrewton Store,BEANS WINTER,Wizard,25.00,0.00,25.00,,SS Long Pool
600,,BEANS SPRING,,0.00,18.14,-18.14,,
600,,FEED WHEAT,,0.00,51.28,-51.28,,
675,Micheldever Store,GROUP 1 WINTER,Crusoe,250.00,384.66,-134.66,,SS Long Pool
675,,FEED BARLEY,,0.00,29.38,-29.38,,
0,Micheldever Store,OILSEED RAPE,Mxd OSR,105.00,85.96,19.04,,SS Double Use
72,Micheldever Store,FEED BARLEY,Mxd Feed Barley,300.00,620.04,-320.04,,Members Choice
72,Micheldever Store,MALTING BARLEY SP,Planet,200.00,641.00,-441.00,,SS Direct Pricing
717,,FEED BARLEY,,0.00,9.54,-9.54,,
274,Membury Store,GROUP 1 WINTER,Skyfall,350.00,335.84,14.16,,Members Choice
129,,MALTING BARLEY SP,,0.00,432.36,-432.36,,
129,,MALTING BARLEY SP,,0.00,85.92,-85.92,,
129,,MALTING BARLEY SP,,0.00,"3,537.62","-3,537.62",,
129,,MALTING BARLEY SP,,0.00,377.88,-377.88,,
129,,MALTING BARLEY SP,,0.00,28.78,-28.78,,
129,,MALTING BARLEY SP,,0.00,"4,269.74","-4,269.74",,
509,Micheldever Store,BEANS SPRING,Fuego,45.00,12.44,32.56,,SS Long Pool
509,Micheldever Store,OATS SPRING,Canyon,75.00,55.89,19.11,,SS Long Pool
509,,FEED WHEAT,,0.00,29.64,-29.64,,
658,Membury Store,MALTING BARLEY SP,Propino,240.00,173.88,66.12,,SS Long Pool
658,Shrewton Store,GROUP 1 WINTER,Crusoe,174.00,591.90,-417.90,,SS Long Pool
658,Shrewton Store,GROUP 1 WINTER,Crusoe,174.00,0.00,174.00,,SS Direct Pricing
658,Shrewton Store,GROUP 1 WINTER,Crusoe,203.00,0.00,203.00,,Members Choice
130,Shrewton Store,MALTING BARLEY SP,Planet,400.00,380.00,20.00,,Members Choice
130,Shrewton Store,MALTING BARLEY SP,Odyssey,800.00,576.90,223.10,,Members Choice
130,,FEED BARLEY,,0.00,394.48,-394.48,,
130,,FEED BARLEY,,0.00,28.98,-28.98,,
130,,FEED BARLEY,,0.00,28.74,-28.74,,
130,,OATS SPRING,,0.00,29.02,-29.02,,
130,,OATS SPRING,,0.00,247.44,-247.44,,
130,,OATS SPRING,,0.00,23.60,-23.60,,
695,Shrewton Store,MALTING BARLEY SP,Planet,125.00,119.70,5.30,,Members Choice
129,Micheldever Store,FEED BARLEY,Mxd Feed Barley,300.00,409.18,-109.18,,Members Choice
130,,FEED BARLEY,,0.00,29.34,-29.34,,
Client Intentions,10:03: AM,01/12/2018,Page -1 of 1,,,,,
